text,text_en,cmp_code,eu_code,annotations
"Es braucht verlässliche staatliche Rahmenbedingungen, um die Produktion der Elektromobilität hochzufahren.",Reliable government framework conditions are needed to ramp up the production of electromobility.,410,,9  
"Zugleich unterstützen wir den sozialökologischen Umbau und die Diversifizierung der betroffenen Unternehmen hin zu nachhaltigen Mobilitätsunternehmen, die nicht bloß auf den motorisierten Individualverkehr setzen, sondern viel stärker für den wachsenden Bedarf an kollektiven Verkehrsmitteln produzieren.","At the same time, we support the socio-ecological restructuring and diversification of the companies concerned into sustainable mobility companies that do not just rely on motorized private transport, but produce much more for the growing demand for collective means of transport.",416.2,,9  
Das wird aber nicht ohne politische Steuerung dieses Prozesses gelingen.,"However, this will not succeed without political control of this process.",403,,9  
Wir wollen die KfZ-Steuer neugestalten und große und schwere Autos deutlich stärker besteuern.,We want to redesign the motor vehicle tax and tax large and heavy cars much more heavily.,403,,9  
"Wir sehen keine Notwendigkeit für reguläre PKWs, die mehr als zwei Tonnen wiegen.",We see no need for regular cars that weigh more than two tons.,403,,9  
Damit schonen wir auch die Straßen und sparen Gelder für ihren Unterhalt.,This will also protect the roads and save money for their maintenance.,411,,9  
Mit Flottenumbau und öffentlicher Beschaffung werfen wir den Motor für den Umbau der Automobilindustrie an.,"With fleet restructuring and public procurement, we are starting the engine for the restructuring of the automotive industry.",416.2,,9  
Die öffentliche Hand soll Vorreiter für die Elektromobilität werden.,The public sector is to become a pioneer for electromobility.,411,,9  
Ab sofort sollen in der Regel reine E-Fahrzeuge angeschafft werden.,"As a rule, purely electric vehicles are to be procured with immediate effect.",411,,9  
"Wir setzen uns dafür ein, dass auf EU-Ebene für gewerbliche Flottenbetreiber E-Auto-Quoten eingeführt werden.",We are committed to introducing e-car quotas for commercial fleet operators at EU level.,403,,9  
"Für Handwerksbetriebe, Pflegedienste oder Menschen im ländlichen Raum, die auf ein Auto zum Pendeln angewiesen sind, wollen wir sozial gestaffelte Förderangebote für kleine E-Fahrzeuge einführen.","We want to introduce socially graduated subsidies for small e-vehicles for craft businesses, care services or people in rural areas who are dependent on a car for commuting.",503,,9  
"Förderung soll es künftig nur noch für Fahrzeuge geben, die zu großen Anteilen in der EU gefertigt werden.","In future, subsidies should only be available for vehicles that are largely manufactured in the EU.",406,,9  
"Wir wollen endlich umfassende Investitionen in die öffentliche Ladeinfrastruktur, verbunden mit günstigen Tarifen und Auflagen für mehr Ladepunkte an Tankstellen, im Einzelhandel und am Arbeitsplatz.","We finally want comprehensive investment in the public charging infrastructure, combined with favorable tariffs and requirements for more charging points at filling stations, retail outlets and workplaces.",411,,9  
"Durch den Ausbau des ÖPNV schaffen wir zusätzliche Bedarfe für die Produktion und Instandhaltung von Bussen, Bahnen, Carsharing und die dazugehörigen Werkstätten für Wartungs- und Reparaturarbeiten.","By expanding public transport, we are creating additional demand for the production and maintenance of buses, trains, car sharing and the associated workshops for maintenance and repair work.",411,,9  
"Produktionsstätten, welche die Automobilindustrie aufgeben möchte, sollen vergesellschaftet und für die Bedarfe eines kollektiven Verkehrssystems umgerüstet werden.",Production facilities that the automotive industry wants to abandon should be socialized and converted to meet the needs of a collective transport system.,413,,9
Die Belegschaften sind dabei einzubeziehen,The workforce must be involved in this process,701,,1. 1.1  
und die Tarifbindung ist beizubehalten oder aufzunehmen.,and collective bargaining must be maintained or included.,701,,2. 1.1  
Die Finanzierung wird über den Fonds zum Umbau der Industrie bereitgestellt.,Financing will be provided via the fund for the restructuring of industry.,413,,3. 1.1  
Klimagerechtigkeit und Energiewende,Climate justice and energy transition,H,,4. 1.1  
"Die Auswirkungen der globalen Erwärmung sind längst auch in Deutschland zu spüren: Flutkatastrophen, mehr Dürren und Wassermangel und das Sterben unserer Wälder werden unseren Alltag prägen.","The effects of global warming have long been felt in Germany too: flood disasters, more droughts and water shortages and the death of our forests will shape our everyday lives.",501,,5. 1.1  
Deutschland hat sein faires Budget an CO2-Emissionen zur Erreichung der Pariser Klimaziele bereits verbraucht.,Germany has already used up its fair budget of CO2 emissions to achieve the Paris climate targets.,501,,6. 1.1  
"Gerade deshalb müssen wir alle Anstrengungen unternehmen, um die Emissionen wirksam und schnell zu senken.",This is precisely why we must make every effort to reduce emissions effectively and quickly.,501,,7. 1.1  
Für weitere Verzögerungen haben wir keine Zeit mehr.,There is no time for further delays.,501,,8. 1.1  
Denn mehr Emissionen bedeuten immer mehr Klimaschäden.,Because more emissions always mean more climate damage.,501,,9. 1.1  
Wir wollen schnellstmöglich auf erneuerbare Energien umsteigen,We want to switch to renewable energies as quickly as possible,416.2,,10. 1.1  
und die Energiekonzerne entmachten.,and disempower the energy companies.,403,,11. 1.1  
"Wir machen Energie wieder bezahlbar und führen sozial gestaffelte Preistarife ein,","We want to make energy affordable again and introduce socially graduated price tariffs,",503,,12. 1.1  
"kämpfen für eine Versorgung mit Strom und Wärme, nicht in der Hand von Konzernen, sondern von Bürger*innen, von Kommunen und Genossenschaften.","fighting for a supply of electricity and heat that is not in the hands of corporations, but of citizens, municipalities and cooperatives.",202.1,,13. 1.2  
Wir wollen die Strom- und Wärmeerzeugung sowie deren Verteilung so dezentral wie möglich und so zentral wie nötig organisieren.,We want to organize the generation and distribution of electricity and heat as decentrally as possible and as centrally as necessary.,301,,14. 1.2  
"Wir setzen deshalb auf Strom und Wärme aus dem Stadtwerk, aus den kommunalen genossenschaftlichen Solar- oder Windkraftanlagen und von den Dächern und Wärmepumpen der Bürger*innen.","We therefore rely on electricity and heat from the municipal utility, from municipal cooperative solar or wind power plants and from the roofs and heat pumps of citizens.",301,,15. 1.2  
"Wir stärken die aktive Rolle von Bürger*innen und Betrieben in der Energiewende als Prosument*innen, die selbst produzierte Energie konsumieren, und fördern hierfür Energiemanagement- und Speichertechnik.",We are strengthening the active role of citizens and businesses in the energy transition as prosumers who consume self-produced energy and are promoting energy management and storage technology for this purpose.,416.2,,16. 1.1  
"Langzeit-Energiespeicher für die Dunkelflaute wollen wir an strategisch günstigen Orten in das bestehende Stromnetz integrieren, sodass der Netzausbau minimiert werden kann.",We want to integrate long-term energy storage for the dark doldrums into the existing electricity grid at strategically favourable locations so that grid expansion can be minimized.,416.2,,17. 1.1  
Wir wollen Deutschland bis 2040 klimaneutral machen.,We want to make Germany climate-neutral by 2040.,416.2,,18. 1.1  
Runter mit den Energiepreisen,Bringing energy prices down,H,,19. 1.1  
Wenige teure fossile Kraftwerke dürfen nicht mehr die Preise für den gesamten Strommarkt setzen.,A few expensive fossil fuel power plants should no longer be allowed to set the prices for the entire electricity market.,403,,20. 1.1  
Das Merit-Order-Prinzip in seiner gegenwärtigen Wirkungsweise lehnen wir ab.,We reject the merit order principle in its current form.,403,,21. 1.3  
Ein gerechtes Strommarktsystem muss leistungslose Übergewinne ausschließen.,A fair electricity market system must exclude unproductive excess profits.,403,,22. 2.1  
"Sollten sie durch externe Schocks dennoch auftreten, müssen sie konsequent abgeschöpft werden (Kapitel 1).","Should they nevertheless occur due to external shocks, they must be consistently skimmed off (Chapter 1).",403,,23. 2.1  
Wir fordern eine neue Netzentgeltstruktur.,We call for a new grid fee structure.,403,,24. 1.4  
"Die Flexibilisierung der industriellen Stromnachfrage muss angeregt werden, anstatt eine gleichbleibende Nachfrage zu belohnen.",The flexibilization of industrial electricity demand must be encouraged instead of rewarding constant demand.,403,,25. 1.4  
Die Stromerzeuger und der internationale Stromhandel müssen an den Kosten des Stromtransports beteiligt werden.,Electricity producers and international electricity trading must share in the costs of transporting electricity.,403,,26. 1.1  
"Strom soll so möglichst erzeugungsnah eingesetzt werden, womit auch der zukünftige Netzausbau reduziert werden kann.","In this way, electricity should be used as close as possible to where it is generated, which can also reduce future grid expansion.",416.2,,27. 3.1  
Wir fordern die Senkung der Stromsteuer auf den europäischen Mindeststeuersatz.,We call for the electricity tax to be reduced to the European minimum tax rate.,412,,28. 3.1  
"Mit diesen Maßnahmen lassen sich die Strompreise kurzfristig um bis zu 9 Cent je Kilowattstunde senken, das entspricht einer Entlastung von 315 Euro pro Haushalt im Jahr.","With these measures, electricity prices can be reduced by up to 9 cents per kilowatt hour in the short term, which corresponds to a reduction of 315 euros per household per year.",412,,29. 3.1  
Wir wollen einen Energie-Soli für Reiche (Kapitel 1).,We want an energy tax for the rich (Chapter 1).,503,,30. 3.1  
Strom- und Gassperren müssen gesetzlich verboten werden (Kapitel 1).,Electricity and gas cut-offs must be banned by law (Chapter 1).,503,,31. 3.1  
Für den durchschnittlichen Verbrauch von elektrischem Strom und Heizenergie wollen wir preisgünstige Sockeltarife schaffen (Kapitel 1).,We want to create low-cost base tariffs for the average consumption of electricity and heating energy (Chapter 1).,412,,32. 3.2  
Wir wollen ein soziales Klimageld einführen (Kapitel 1),We want to introduce a social climate money (Chapter 1),503,,33. 3.2  
Klimaschutz und Klimaanpassung beschleunigen,Accelerating climate protection and adaptation,H,,34. 3.2  
"Die Ampel hat den Klimaschutz in Deutschland massiv geschwächt, indem die Sektorziele im Klimaschutzgesetz abgeschafft wurden.",The Ampel has massively weakened climate protection in Germany by abolishing the sector targets in the Climate Protection Act.,501,,35. 4.1  
"Wir wollen das Klima schützen, weil wir es unseren Kindern schuldig sind und weil kluger Klimaschutz, der mit einer gerechteren Gesellschaft verbunden wird, keinen Verlust an Lebensqualität für die große Mehrheit mit sich bringt.","We want to protect the climate because we owe it to our children and because smart climate protection, combined with a fairer society, does not entail a loss of quality of life for the vast majority.",501,,36. 4.1  
"Gleichzeitig müssen wir uns auf diejenigen Klimaschäden einstellen, die nicht mehr zu verhindern sind: Es wird mehr Starkregen, Hitzetage, längere Trockenzeiten und niedrige Grundwasserspiegel geben, auch wenn wir durch entschlossenen Klimaschutz Schlimmeres weiterhin verhindern können.","At the same time, we need to prepare for the climate damage that can no longer be prevented: There will be more heavy rainfall, hot days, longer dry periods and low groundwater levels, even if we can continue to prevent the worse through determined climate protection.",501,,37. 4.1  
Für die Klimaanpassung wurde bisher fast nichts unternommen.,"So far, almost nothing has been done to adapt to climate change.",501,,38. 4.1
"Wir müssen jetzt investieren, um auf die Zukunft vorbereitet zu sein.",We need to invest now in order to be prepared for the future.,501,,1. RAIL  
Wir wollen verbindliche Ziele und Emissionsgrenzen und machen den Konzernen klare Vorschriften.,We want binding targets and emission limits and make clear regulations for corporations.,416.2,,2. RAIL  
Die Sektorziele stellen wir wieder her.,We are restoring the sector targets.,416.2,,3. RAIL  
Emissionshandel: Für Die Linke gilt: kein CO2-Preis ohne sozialen Ausgleich (Klimageld).,"Emissions trading: For Die Linke, the following applies: no CO2 price without social compensation (climate money).",503,,4. RAIL  
Wir lehnen den Emissionshandel in den Sektoren Wärme und Verkehr (ETS-2) ab: Stattdessen müssen verbindliche Klimaziele und Emissionsgrenzen gesetzt werden.,"We reject emissions trading in the heating and transport sectors (ETS-2): Instead, binding climate targets and emission limits must be set.",416.2,,5. RAIL  
Förderprogramme und staatliche Infrastrukturprogramme müssen den Umbau in den Sektoren unterstützen.,Support programs and state infrastructure programs must support the conversion in the sectors.,416.2,,6. RAIL  
In den Sektoren Wärme und Verkehr sorgt ein gesetzlich regulierter Rahmen für mehr soziale Gerechtigkeit,"In the heating and transport sectors, a legally regulated framework ensures greater social justice",503,,7. RAIL  
und einen schnelleren ökologischen Umbau.,and a faster ecological transition.,416.2,,8. RAIL  
"Klimaschutz und Klimaanpassung muss als Gemeinschaftsaufgabe definiert werden, damit Bund, Länder und Kommunen gemeinsam handeln können.","Climate protection and climate adaptation must be defined as a joint task so that the federal government, federal states and local authorities can act together.",501,,9. RAIL  
"Wir müssen uns jetzt an den Klimawandel anpassen,","We must adapt to climate change now,",501,,10. RAIL  
den Katastrophenschutz massiv aufwerten,massively upgrade disaster prevention,411,,11. RAIL  
"und investieren, um uns auf Hochwasser, Sturzfluten, Hitzewellen und Dürreperioden vorzubereiten (Kapitel 12).","and invest in preparing for floods, flash floods, heatwaves and droughts (Chapter 12).",411,,12. ROAD  
Die finanzielle Unterstützung beim Klimaschutz und bei der Minderung von Klimaschäden von Ländern des Globalen Südens muss massiv erhöht werden.,Financial support for climate protection and the mitigation of climate damage in countries of the Global South must be massively increased.,107,,13. ROAD  
Die Finanzierungszusagen auf der Weltklimakonferenz im November 2024 liegen weit unter dem realen Bedarf.,The funding pledges made at the World Climate Conference in November 2024 fall far short of actual needs.,107,,14. RAIL  
Diese Finanzierung der unterstützten Länder darf nicht zu weiterer Verschuldung führen oder mit Entwicklungshilfegeldern verrechnet werden.,This financing of the supported countries must not lead to further debt or be offset against development aid funds.,107,,15. RAIL  
Energiewende durchsetzen,Enforcing the energy transition,H,,16. LABOR  
Der fossile Kapitalismus schlägt zurück:,Fossil capitalism is striking back:,415,,17. LABOR  
Unter dem Deckmantel der Technologieneutralität werden überkommene Geschäftsmodelle mit fossilen Energieträgern weiter abgesichert.,"under the guise of technological neutrality, traditional business models with fossil fuels are being further safeguarded.",416.2,,18. RAIL  
"Die Gaskonzerne reiben sich die Hände, der Klimaschutz kommt nicht voran.","The gas companies are rubbing their hands together, climate protection is not making any progress.",416.2,,19. RAIL  
Unter Robert Habeck wurden mit Steuergeld überdimensionierte Flüssiggas-Terminals (LNG) für Fracking-Gas ausgebaut.,"Under Robert Habeck, oversized liquefied natural gas (LNG) terminals for fracking gas were expanded with taxpayers' money.",416.2,,20. RAIL  
Die Grünen sind sogar für die riskante CO2-Verpressung unter dem Boden unserer Meere (CCS).,The Greens are even in favor of risky CO2 injection under the seabed (CCS).,416.2,,21. RAIL  
"CDU und FDP verlieren sich nicht nur in irrationalen Träumen über die Anwendungsmöglichkeiten von Wasserstoff und E-Fuels im Pkw- und im Gebäudebereich, sie wollen sogar die Atomkraft zurück.","The CDU and FDP are not only lost in irrational dreams about the possible applications of hydrogen and e-fuels in cars and buildings, they even want to bring back nuclear power.",416.2,,22. RAIL  
"Da passt es, dass rechte und liberale Parteien in der EU Investitionen in Gasinfrastruktur und Atomkraftwerke zu nachhaltigen Geldanlagen erklärt haben.",It is fitting that right-wing and liberal parties in the EU have declared investments in gas infrastructure and nuclear power plants to be sustainable investments.,416.2,,23. AIR  
Die Linke will nur in echte erneuerbare Energiequellen und Infrastruktur investieren.,The left only wants to invest in genuine renewable energy sources and infrastructure.,416.2,,24. AIR  
Wir überlassen die Energiewende nicht dem Markt.,We are not leaving the energy transition to the market.,403,,25. AIR  
Wir wollen Energieverbrauch reduzieren und die Energieeffizienz steigern.,We want to reduce energy consumption and increase energy efficiency.,416.2,,26. AIR  
Energieunabhängigkeit durch öffentliches Eigentum: Der größte Teil unserer zukünftigen Energieversorgung muss erst noch gebaut werden.,Energy independence through public ownership: Most of our future energy supply still has to be built.,413,,27. AIR  
"Staat und Kommunen sollen sich stark am Aufbau der erneuerbaren Energien beteiligen,","The state and local authorities should be heavily involved in the development of renewable energies,",416.2,,28. AIR
auch um so große Teile der Energieproduktion in die öffentliche Hand zurückzuholen.,also in order to bring large parts of energy production back into public ownership.,413,,1. 1.1  
"Das wollen wir nutzen, um Windrad- und Solarfabriken (wieder) in Deutschland anzusiedeln.",We want to use this to (re)locate wind turbine and solar factories in Germany.,416.2,,2. 1.2  
"Wir wollen eine Solarpflicht für Neubauten sowie für Bestandsbauten nach einer umfassenden Dachsanierung, wo es baulich möglich und lohnend ist, insbesondere auf den Dächern von Gewerbeflächen.","We want a solar obligation for new buildings and for existing buildings after comprehensive roof renovation where it is structurally possible and worthwhile, especially on the roofs of commercial premises.",416.2,,3. 2.1  
Hierfür wollen wir die Förderung ausbauen und Genehmigungsverfahren vereinfachen.,"To this end, we want to expand subsidies and simplify approval procedures.",416.2,,4. 1.3  
Energiewende für die Menschen vor Ort: Kommunen bekommen einen Bonus von 25.000 Euro pro 1 Megawatt-Leistung eines gebauten Windrades oder gebauter PV-Großflächenanlage.,"Energy transition for local people: local authorities receive a bonus of 25,000 euros for every 1 megawatt output of a wind turbine or large-scale PV system built.",416.2,,5. 2.2  
Dieser fließt direkt in die Gemeindekasse und kann für Neuanlagen als auch für Repowering genutzt werden.,This flows directly into the municipal coffers and can be used for both new installations and repowering.,416.2,,6. 3.1  
So profitiert die lokale Bevölkerung direkt vom Ausbau der erneuerbaren Energien.,"In this way, the local population benefits directly from the expansion of renewable energies.",416.2,,7. 3.2  
"Zusätzlich wollen wir Zahlungen von Betreibern von Wind- und Solaranlagen an Standortkommunen verpflichtend machen, auf Bestandsanlagen ausdehnen und von 0,2 auf 0,5 Cent je eingespeiste Kilowattstunde Strom erhöhen.","In addition, we want to make payments from operators of wind and solar plants to local communities mandatory, extend them to existing plants and increase them from 0.2 to 0.5 cents per kilowatt hour of electricity fed into the grid.",403,,8. 3.3  
"Strom-, Wärme- und Gasnetze müssen in die öffentliche Hand überführt,","Electricity, heating and gas grids must be transferred to public ownership,",413,,9. 3.4  
demokratisch kontrolliert,democratically controlled,202.1,,10. 3.5  
und europäisch koordiniert werden.,and coordinated at European level.,108,,11. 3.6  
Für Kommunen wollen wir einen Re-Kommunalisierungsfonds schaffen.,We want to create a re-municipalization fund for municipalities.,413,,12. 3.7  
Dezentrale Lösungen der Energie- und Wärmewende wollen wir bevorzugt fördern.,We want to give priority to decentralized solutions for the energy and heating transition.,301,,13. 3.8  
"Wir wollen uns dafür einsetzen, dass die positive Bewertung von Atomkraft und Gas in der sogenannten Taxonomie der EU gestrichen wird.",We want to ensure that the positive assessment of nuclear power and gas is removed from the EU's so-called taxonomy.,416.2,,14. 4.1  
"Öffentliche Gelder, inklusive Pensionsrücklagen und Mittel aus den Rentenkassen, sind umgehend aus Anlagen in Unternehmen der fossil-atomaren Energiebranche abzuziehen.","Public funds, including pension reserves and funds from pension funds, must be withdrawn immediately from investments in companies in the fossil-nuclear energy sector.",504,,15. 4.2  
Öffentliche Institutionen dürfen nicht in fossile und nukleare Energieunternehmen investieren.,Public institutions must not invest in fossil and nuclear energy companies.,416.2,,16. 5.1  
"Kein Rollback, sondern Atomausstieg sofort:","No rollback, but an immediate nuclear phase-out:",416.2,,17. 5.2  
Wir wollen den Ausstieg aus der Atomkraft im Grundgesetz festschreiben,We want to enshrine the phase-out of nuclear power in the Basic Law,204,,18. 5.3  
und die Fertigung von Uranbrennstoff in den Atomfabriken in Gronau und Lingen beenden.,and end the production of uranium fuel in the nuclear factories in Gronau and Lingen.,416.2,,19. 4.3  
Die Konzerne müssen die Langzeitkosten der Atomwirtschaft tragen.,The corporations must bear the long-term costs of the nuclear industry.,403,,20. 3.9  
Wir wollen umfassende Mitsprache und Klagerechte in allen Phasen des Endlagersuchverfahrens.,We want a comprehensive say and the right to sue in all phases of the repository search process.,202.1,,21. 3.10  
Wir setzen uns für den Atomausstieg in Europa und überall auf der Welt ein.,We are committed to the nuclear phase-out in Europe and all over the world.,416.2,,22. 3.11
Es braucht einen gesamteuropäischen Plan zur Stilllegung von Atomkraftwerken.,A pan-European plan for the decommissioning of nuclear power plants is needed.,416.2,,10  
Die staatliche deutsche Förderbank KfW (Kreditanstalt für Wiederaufbau) darf keine Atomkraftwerke im Ausland fördern.,The German state development bank KfW (Kreditanstalt für Wiederaufbau) must not support nuclear power plants abroad.,416.2,,10  
Keine Dauerstrukturen für Übergangslösungen!,No permanent structures for transitional solutions!,416.2,,10  
Für Flüssiggas und Erdgas darf keine neue dauerhafte Infrastruktur geschaffen werden.,No new permanent infrastructure should be created for liquid gas and natural gas.,416.2,,10  
Wir fordern ein Fracking-Verbot in Deutschland.,We demand a ban on fracking in Germany.,416.2,,10  
"LNG, das durch Fracking gewonnen wurde, darf nicht importiert werden.",LNG obtained through fracking must not be imported.,416.2,,10  
Eine umlagefinanzierte Förderung neuer Gaskraftwerke lehnen wir ab.,We reject a levy-financed subsidy for new gas-fired power plants.,416.2,,10  
Sie wäre sowohl klimaschädlich,It would be both harmful to the climate,501,,10  
als auch sozial ungerecht.,and socially unjust.,503,,10  
Carbon Capture and Storage (CCS) – also die Abscheidung und die unterirdische Einlagerung von Kohlendioxid – ist keine Lösung für die Probleme des Klimawandels.,Carbon capture and storage (CCS) - the capture and underground storage of carbon dioxide - is not a solution to the problems of climate change.,501,,10  
Die Speicherung von CO2 unter der Erde ist mit hohen Risiken verbunden.,Storing CO2 underground is associated with high risks.,501,,10  
"Carbon Capture and Utilization (CCU) – also die stoffliche Nutzung des entnommenen CO2 – darf nicht dazu führen, dass die Energiewende ausgebremst und länger als nötig an fossilen Anwendungen und Produktionsprozessen festgehalten wird.",Carbon capture and utilization (CCU) - i.e. the material use of the extracted CO2 - must not lead to the energy transition being slowed down and fossil applications and production processes being retained for longer than necessary.,416.2,,10  
"Wir wollen sie beim Industrieumbau nur dann fördern, wenn es nachgewiesenermaßen kein alternatives, CO2-freies Produktionsverfahren gibt.","We only want to promote them in industrial restructuring if it can be proven that there is no alternative, CO2-free production process.",416.2,,10  
Der Kohleausstieg muss bis 2030 umgesetzt werden.,The coal phase-out must be implemented by 2030.,416.2,,10  
Allein durch den Emissionshandel wird das nicht gelingen.,Emissions trading alone will not achieve this.,416.2,,10  
Die Mittel des Bundes und der Länder für ehemalige Braunkohleregionen sollen fortgeschrieben werden und Inflation sowie eventuelle neue Bedarfe berücksichtigen.,Federal and state funding for former lignite mining regions should be updated and take inflation and any new requirements into account.,416.2,,10  
Dem Ausstieg aus Atom und Kohle muss ein Ausstieg aus der Verbrennung von fossilem Erdgas folgen.,The phase-out of nuclear and coal must be followed by a phase-out of fossil natural gas.,416.2,,10  
Die Linke will dafür ein Erdgasausstiegsgesetz mit verbindlichem Ausstiegspfad,"To this end, the Left Party wants a natural gas phase-out law with a binding phase-out path",416.2,,10  
und sozialer Absicherung betroffener Beschäftigter.,and social security for affected employees.,701,,10  
Bestehende fossile Kraftwerksstandorte sollen im Rahmen einer sozialökologisch sinnvollen Kraftwerksstrategie infrastrukturell weitergenutzt werden (etwa als Standort für Großspeicher),Existing fossil-fuel power plant sites should continue to be used in terms of infrastructure as part of a socio-ecologically sensible power plant strategy (e.g. as a site for large storage facilities),416.2,,10  
und als gewachsene Fachkräfte- und Ausbildungsstandorte erhalten bleiben.,and be retained as established locations for skilled workers and training.,411,,10  
Die Nutzung von Erdgas zur Stromerzeugung wollen wir bis 2035 beenden.,We want to end the use of natural gas for power generation by 2035.,416.2,,10  
"Wasserstoff ist der Champagner der Energiewende, teuer und energieintensiv.","Hydrogen is the champagne of the energy transition, expensive and energy-intensive.",416.2,,10  
"Deshalb darf Wasserstoff nur dort eingesetzt werden, wo er absolut unverzichtbar ist, vor allem in Bereichen der industriellen Produktion.","That is why hydrogen should only be used where it is absolutely essential, especially in industrial production.",416.2,,10  
"Perspektivisch wollen wir, dass in allen Anwendungsbereichen lediglich Wasserstoff aus der Elektrolyse von Strom aus erneuerbaren Energiequellen zum Einsatz kommt.","In the long term, we want all areas of application to only use hydrogen from the electrolysis of electricity from renewable energy sources.",416.2,,10  
"Lichtwerbung ist nicht nur nervig, sondern kostet auch viel Energie,","Illuminated advertising is not only annoying, it also costs a lot of energy, is",416.2,,10  
lenkt ab und beeinträchtigt Menschen und Tiere.,distracting and has a negative impact on people and animals.,501,,10  
Wir wollen sie einschränken.,We want to restrict it.,403,,10  
"Zusätzlich fordern wir Werbeverbote für besonders klimaschädliche Produkte oder Dienstleistungen wie z.B. Stadtgeländewagen (SUVs), Kreuzfahrten oder Flugreisen.","We are also calling for advertising bans on products or services that are particularly harmful to the climate, such as SUVs, cruises and air travel.",403,,10  
Gerechte Wärmewende,Just heat transition,H,,10
Wohnen und Bauen sind für 40 % der Treibhausgase in Deutschland verantwortlich.,Housing and construction are responsible for 40% of greenhouse gases in Germany.,416.2,,1. 1  
"Eine Wärmewende ist unerlässlicher Bestandteil von Klimapolitik: Gebäude müssen saniert, Heizungen umgestellt werden.",A heating transition is an essential part of climate policy: buildings must be renovated and heating systems converted.,416.2,,2. 1.1  
Das darf nicht zu einer zusätzlichen Belastung für Mieter*innen und Eigenheimbesitzer*innen mit niedrigen und mittleren Einkommen führen.,This must not lead to an additional burden for tenants and homeowners on low and middle incomes.,503,,3. 1.2  
Eine warme Wohnung für alle muss bezahlbar sein.,Warm housing must be affordable for everyone.,503,,4. 1.3  
"Mieter*innen können ihre Heizungen nicht wechseln, deshalb lehnen wir CO2-Preise im Wärmebereich ab.","Tenants cannot change their heating systems, which is why we reject CO2 prices in the heating sector.",503,,5. 1.4  
"Das Heizungsgesetz der Ampel hat die Gesellschaft gespalten, weil es die Sorgen der Menschen ignoriert hat und den Rechten die Möglichkeit gegeben hat, Ökologie und Soziales gegeneinander auszuspielen.",The Ampel heating law has divided society because it ignored people's concerns and gave the right the opportunity to play ecology and social issues off against each other.,503,,6. 1.4  
Wir wollen die Leute nicht allein lassen: Normalverdiener*innen sollen durch Klimaschutz keinen finanziellen Zusatzbelastungen erfahren.,We don't want to leave people on their own: Normal earners should not experience any additional financial burdens as a result of climate protection.,503,,7. 1.5  
Es braucht flächendeckende Beratungsangebote mit Sanierungsbeauftragten für alle sanierungsbedürftigen Häuser.,We need nationwide advisory services with refurbishment officers for all homes in need of refurbishment.,416.2,,8. 1.6  
"Kommunale Wärmeplanung kann nur funktionieren, wenn Bürger*innen sowie Mieter*innen- und Umweltverbände stärker daran beteiligt werden.","Municipal heat planning can only work if citizens, tenants' and environmental associations are more involved.",202.1,,9. 1.7  
Wir fordern eine Investitionsoffensive in energetische Sanierungen und den Heizungstausch in Höhe von 25 Milliarden Euro pro Jahr.,We are calling for an investment offensive in energy-efficient renovations and the replacement of heating systems amounting to 25 billion euros per year.,416.2,,10. 2.1  
"Beim Heizungstausch wollen wir die Förderung für Zusatzkosten nach Einkommen staffeln: Menschen mit niedrigem Einkommen bekommen den Heizungstausch mit bis zu 100 % bezahlt, Menschen mit mittlerem Einkommen anteilig gestaffelt.","When replacing heating systems, we want to stagger the funding for additional costs according to income: people on low incomes will receive up to 100% of the cost of replacing their heating system, while people on middle incomes will receive a proportionate share.",503,,11. 2.2  
"Für einen Einpersonenhaushalt wollen wir bei einem Jahreseinkommen von 30.000 Euro zum Beispiel 82 Prozent der Kosten, bei einem Einkommen von 60.000 Euro 42 % der Kosten erstatten.","For a single-person household with an annual income of 30,000 euros, for example, we want to reimburse 82% of the costs and 42% of the costs for an income of 60,000 euros.",503,,12. 2.3  
Spitzenverdiener*innen mit einem Einkommen von 250.000 Euro aufwärts müssen die Sanierung ihrer Luxusvillen selbst bezahlen.,"High earners with an income of 250,000 euros or more must pay for the refurbishment of their luxury villas themselves.",503,,13. 3.1  
"Immobilienkonzerne dürfen Sanierungen nicht nutzen, um die Miete zu erhöhen.",Real estate companies must not use refurbishments to increase rents.,403,,14. 3.2  
Deshalb wollen wir die Umlage für energetische Sanierung abschaffen und das Konzept der Warmmietenneutralität verankern:,That is why we want to abolish the levy for energy-efficient refurbishment and establish the concept of warm rent neutrality:,403,,15. 3.3  
Die Summe aus der Kaltmiete und der durch die Sanierung tatsächlich eingesparten Energiekosten muss gleichbleiben.,the sum of the basic rent and the energy costs actually saved through the refurbishment must remain the same.,412,,16. 3.4
Wir unterstützen das gemeinsame Drittelmodell von Mieterbund und BUND.,We support the joint one-third model of the Tenants' Association and BUND.,403,,1. E1  
"Wir wollen Vermieter*innen dazu verpflichten, Fördermittel in Anspruch zu nehmen und die finanziellen Vorteile weiterzureichen.",We want to oblige landlords to make use of subsidies and pass on the financial benefits.,403,,2. E2  
Bisher nehmen nur 15 Prozent von ihnen die Fördermittel in Anspruch.,"So far, only 15 percent of them have taken advantage of the subsidies.",403,,3. E1  
