text,text_en,cmp_code,eu_code,annotations
"Aber unser Land braucht deutlich mehr: eine gemeinsame Bildungsoffensive, um noch mehr Schulen, Kinder, Jugendliche und Heranwachsende zu erreichen.","But our country needs much more: a joint education offensive to reach even more schools, children, young people and adolescents.",506,,20. 3  
Mit einem „Zukunftsinvestitionsprogramm Bildung“ wollen wir Hand in Hand mit Ländern und Kommunen bundesweit für mehr Chancen- und Generationengerechtigkeit sorgen.,"With an ""Education Investment Program for the Future"", we want to work hand in hand with the federal states and local authorities to ensure greater equality of opportunity and intergenerational equity throughout Germany.",503,,21. 3  
"Dadurch sorgen wir für moderne und barrierefreie Schulgebäude mit digital ausgestatteten Klassenzimmern, attraktiven Bewegungsräumen, dichten Dächern und funktionierenden Toiletten.","This will ensure modern and barrier-free school buildings with digitally equipped classrooms, attractive exercise rooms, waterproof roofs and functioning toilets.",503,,22. 3  
"Wir schaffen mehr Stellen für Schulsozialarbeit, Schulpsychologie und Inklusion in multiprofessionellen Teams.","We are creating more jobs for school social work, school psychology and inclusion in multi-professional teams.",504,,23. 3  
"Wir stärken die Kompetenzen und Leistungen der Kinder und legen dabei einen Schwerpunkt auf den Erwerb von Basiskompetenzen, die für einen erfolgreichen Bildungsweg unverzichtbar sind.",We strengthen children's skills and performance and focus on the acquisition of basic skills that are essential for a successful educational path.,506,,24. 3  
"Wir fördern die politische Bildung,","We promote civic education,",506,,25. 3  
"Demokratiebildung,","democracy education,",202.1,,26. 3  
Umweltbildung,environmental education,501,,27. 3  
und Bildung für nachhaltige Entwicklung.,and education for sustainable development.,416.2,,28. 3  
"Außerdem setzen wir auf den Aufbau von digitalen Fähigkeiten, Medienkompetenz und auf den verantwortlichen Einsatz von Künstlicher Intelligenz (KI).","We also focus on building digital skills, media literacy and the responsible use of artificial intelligence (AI).",411,,29. 3  
"Wir streben eine höhere gesellschaftliche Anerkennung des Lehrberufs an, um insbesondere den Lehrkräftemangel und Unterrichtsausfälle zu bekämpfen.","We strive for greater social recognition of the teaching profession, in particular to combat the shortage of teachers and teaching absences.",506,,30. 3  
"Die Digitalisierung unserer Schulen begreifen wir als Daueraufgabe von Bund, Ländern und Kommunen, in die wir weiter investieren werden.","We see the digitalization of our schools as an ongoing task for the federal, state and local governments, in which we will continue to invest.",506,,31. 3  
Genau wie in den Ausbau guter ganztägiger Bildungs- und Betreuungsangebote.,Just like in the expansion of good all-day education and childcare services.,506,,32. 3  
Wir bauen die Angebote der Mental Health Coaches an Schulen aus,We are expanding the services offered by mental health coaches in schools,504,,33. 3  
"und wir setzen uns dafür ein, dass Inklusion aller Schülerinnen gemäß der UN-Behindertenrechtskonvention an allen Schulen zur gelebten Realität wird.",and we are committed to ensuring that inclusion of all pupils becomes a reality in all schools in accordance with the UN Convention on the Rights of Persons with Disabilities.,503,,34. 3  
Dabei ist gutes Schulmittagessen entscheidend für Ganztagsangebote,Good school lunches are crucial for all-day programs,506,,35. 3  
und fördert die Ernährungs- und Gesundheitskompetenz von klein auf.,and promote nutritional and health literacy from an early age.,506,,36. 3  
"Diese Unterstützung soll dort ankommen, wo sie besonders gebraucht wird.",This support should be provided where it is most needed.,506,,37. 3  
"Statt nur nach dem Königsteiner Schlüssel nach Einwohnerzahl und Finanzkraft zu finanzieren, wollen wir die Finanzierung stärker an den tatsächlichen Bedarfen ausrichten.","Instead of only funding according to the Königstein key based on population and financial strength, we want to align funding more closely with actual needs.",506,,38. 3  
"Wir brauchen eine engere Kooperation zwischen Bund, Ländern und Kommunen in der Bildungspolitik.","We need closer cooperation between the federal, state and local authorities in education policy.",506,,39. 3  
"Wir fördern dabei die Zusammenarbeit zwischen Schulen, Schulaufsicht, Schulträger und Jugendhilfe, zum Beispiel in regionalen Bildungsnetzwerken.","We promote cooperation between schools, school supervisory authorities, school authorities and youth welfare services, for example in regional education networks.",506,,40. 3  
"Wo verfassungsrechtliche Beschränkungen zuverlässige und notwendige Investitionen in Bildung aktuell verhindern, werden wir mit den Ländern gemeinsame Ziele und tragfähige Lösungen vereinbaren, um die großen Herausforderungen im Bildungssystem erfolgreich gemeinsam zu bewältigen","Where constitutional restrictions currently prevent reliable and necessary investments in education, we will agree on common goals and viable solutions with the federal states in order to successfully tackle the major challenges in the education system together",506,,41. 3  
und auch über neue Gemeinschaftsaufgaben im Grundgesetz sprechen.,and also discuss new joint tasks in the Basic Law.,204,,42. 3  
Das Kooperationsverbot wollen wir abschaffen.,We want to abolish the ban on cooperation.,302,,43. 3  
"Zudem wollen wir die Länder bei der Fachkräftegewinnung unterstützen - etwa durch duale Studiengänge, Ein-Fach-Lehr- kräfte und Wege für Quer- und Seiteneinsteiger*innen.","We also want to support the federal states in recruiting skilled workers - for example through dual study programs, single-subject apprenticeships and pathways for lateral and side entrants.",506,,44. 3  
"Gemeinsam fördern wir gesunde Arbeitsbedingungen, inklusive Arbeitszeiterfassung für Lehrkräfte.","Together, we are promoting healthy working conditions, including working time recording for teachers.",506,,45. 3  
Außerdem verlassen über 50.000 Schülerinnen jährlich die Schule ohne Abschluss - ein Risiko für Armut und geringe Teilhabe.,"In addition, over 50,000 schoolgirls leave school every year without a qualification - a risk for poverty and low participation.",506,,46. 3  
Mit einer Nationalen Strategie wollen wir Schulabbrüche durch präventive und begleitende Maßnahmen verhindern.,"With a national strategy, we want to prevent early school leaving through preventative and accompanying measures.",506,,47. 3  
Einen besonderen Schwerpunkt werden wir außerdem auf die Sprachbildung legen.,We will also place a special focus on language education.,506,,48. 3  
Denn Sprache ist der Schlüssel zur Welt.,"After all, language is the key to the world.",506,,49. 3
"Wir wollen erreichen, dass alle Kinder am Ende der Grundschule sicher lesen, schreiben und rechnen können.","We want to ensure that all children can read, write and do arithmetic with confidence by the end of elementary school.",506,,1. 1.1
"Denn nur wer die deutsche Sprache versteht und beherrscht, kann am Unterricht und der Gemeinschaft teilhaben, sich entfalten und erfolgreich lernen.","Because only those who understand and master the German language can participate in lessons and the community, develop and learn successfully.",506,,2. 1.2
"Die Sprachförderung muss als durchgängiger Prozess angelegt werden, der in der Kita beginnt und sich in der Schule sowie beruflichen Ausbildung fortsetzt.",Language support must be designed as a continuous process that begins in nursery and continues in school and vocational training.,506,,3. 1.3
Dabei verdient die Mehrsprachigkeit vieler Schülerinnen Respekt und die Stärkung durch unsere Bildungseinrichtungen.,The multilingualism of many pupils deserves respect and support from our educational institutions.,607.1,,4. 1.4
"Jedes Kind in Deutschland, unabhängig der Sprachkenntnisse, soll Zugang zum regulären Bildungssystem erhalten.","Every child in Germany, regardless of their language skills, should have access to the regular education system.",503,,5. 1.5
"Für eine gute Berufsbildung, die allen offensteht",For good vocational training that is open to all,H,,6. 1.6
"Unser Land braucht weitere energische Schritte für mehr Fachkräfte - in Industrie und Handwerk ebenso wie in Kitas, Schulen und im Gesundheitssektor.","Our country needs further energetic steps to recruit more skilled workers - in industry and the skilled trades as well as in daycare centers, schools and the healthcare sector.",411,,7. 1.7
Nur so können wir den notwendigen Umbau der Wirtschaft und den demografischen Wandel bewältigen.,This is the only way we can cope with the necessary restructuring of the economy and demographic change.,411,,8. 1.8
"Oft bleiben Ausbildungsplätze aber unbesetzt, offene Stellen können nicht nachbesetzt werden.","However, training places often remain unfilled and vacancies cannot be filled.",411,,9. 1.9
"Dabei stehen 2,9 Millionen junge Menschen in Deutschland heute ohne Berufsabschluss da.","At the same time, 2.9 million young people in Germany currently have no vocational qualifications.",411,,10. 1.10
Eine gute Ausbildung ist ein attraktives Versprechen für die berufliche Zukunft junger Menschen.,Good training is an attractive promise for the professional future of young people.,411,,11. 1.11
"Auf dem Weg dahin schaffen wir gute finanzielle, soziale und rechtliche Rahmenbedingungen für Auszubildende.","To achieve this, we are creating good financial, social and legal framework conditions for trainees.",701,,12. 1.12
"Wir werden die Mindestausbildungsvergütung deutlich anheben, um die Attraktivität der Ausbildung zu erhöhen und ein eigenständiges Leben zu ermöglichen.",We will significantly increase the minimum training allowance in order to make training more attractive and enable people to live independently.,412,,13. 1.13
"Wir wollen für Menschen in Ausbildung auch den Führerscheinerwerb fördern,","We also want to promote the acquisition of driving licenses for people in training,",411,,14. 1.14
eine Lösung für ein Azubi-Deutschland-Ticket finden,find a solution for a trainee Germany ticket,411,,15. 1.15
und den öffentlichen Personennahverkehr (ÖPNV) für Auszubildende attraktiver machen.,and make local public transport more attractive for trainees.,411,,16. 1.16
Wir fördern Auszubildendenwerke nach dem Vorbild der Studierendenwerke.,We are promoting trainee housing following the example of the student unions.,411,,17. 1.17
"Im Fokus stehen Auszubildendenwohnheime, Betreuung ausländischer Auszubildender, psychologische, soziale und rechtliche Beratung sowie kulturelle Angebote.","The focus is on trainee residences, support for foreign trainees, psychological, social and legal advice as well as cultural offerings.",411,,18. 1.18
"Mit einer solidarischen Ausbildungsumlage sorgen wir dabei für einen finanziellen Ausgleich, um die Ausbildungsbereitschaft kleiner und mittlerer Betriebe zu fördern.","With a solidarity-based training levy, we ensure financial compensation in order to promote the willingness of small and medium-sized companies to provide training.",411,,19. 1.19
Zur Unterstützung des Handwerks erhöhen wir die Förderung der überbetrieblichen Lehrlingsunterweisung weiter.,"To support the skilled trades, we are further increasing funding for inter-company apprenticeship training.",411,,20. 1.20
"Außerdem stärken wir Ausbildungsverbünde, um die Anzahl passender Stellen für Auszubildende und Betriebe zu erhöhen.",We are also strengthening training alliances in order to increase the number of suitable positions for trainees and companies.,411,,21. 1.21
"Wir werden die Ausbildungsgarantie inklusiv weiterentwickeln und das Instrument der Assistierten Ausbildung verbessern, um wirklich allen jungen Menschen eine Ausbildung zu ermöglichen.",We will further develop the inclusive training guarantee and improve the instrument of assisted training in order to enable all young people to receive training.,411,,22. 1.22
Wir verbessern die Berufsorientierung für junge Menschen,We will improve careers guidance for young people,411,,23. 1.23
"und informieren dort, wo junge Menschen sind, insbesondere an Schulen.","and provide information where young people are, particularly at schools.",506,,24. 1.24
"Dies erfordert den Abbau von Fehlanreizen bei der Bundesagentur für Arbeit sowie die aktive Einbeziehung von Ausbildungsbetrieben, Ausbildungsstätten und Hochschulen, Eltern sowie Vorbildern aus der beruflichen Bildung.","This requires the removal of disincentives at the Federal Employment Agency and the active involvement of training companies, training centers and universities, parents and role models from vocational training.",411,,25. 1.25
"Durch eine flächendeckende Einrichtung und Stärkung von Jugendberufsagenturen bieten wir eine zentrale Anlaufstelle für Berufsorientierung, Ausbildungsplatzsuche und Begleitung während der Ausbildung.","By establishing and strengthening youth employment agencies across the country, we offer a central point of contact for career guidance, finding a training place and support during training.",411,,26. 1.26
"Mehr barrierefreie, praxisnahe und inklusive Angebote können helfen, den Horizont für die Berufswahl zu weiten.","More barrier-free, practical and inclusive offers can help to broaden the horizon for career choices.",503,,27. 1.27
Dabei nehmen wir auch Dritte Orte als Lern- und Begegnungsräume in den Blick.,We are also looking at third places as learning and meeting spaces.,506,,28. 1.28
Eine berufliche Ausbildung oder ein Studium ebnet gleichwertig einen starken Weg in die berufliche Zukunft.,Vocational training or a course of study paves the way for a strong professional future.,503,,29. 1.29
Daher werden wir den Deutschen Oualifikationsrahmen gesetzlich verankern.,We will therefore enshrine the German Qualifications Framework in law.,503,,30. 1.30
"Wir wollen nicht, dass finanzielle Gründe oder die soziale Herkunft darüber entscheiden, welcher der beiden Wege eingeschlagen wird.",We do not want financial reasons or social background to determine which of the two paths is taken.,503,,31. 1.31
"Nach der Erhöhung des BAföG in dieser Wahlperiode machen wir es jetzt zukunftsfest, für Studium und berufliche Bildung: Das BAföG soll existenzsichernd und bedarfsgerecht sein.","Following the increase in BAföG in this legislative period, we are now making it future-proof for studies and vocational training: BAföG should secure students' livelihoods and meet their needs.",506,,32. 1.32
"Deshalb setzen wir einen zuverlässigen Mechanismus ein, um die Bedarfssätze und Freibeträge regelmäßig an die steigenden Lebenshaltungskosten anzupassen.",That is why we are introducing a reliable mechanism to regularly adjust the rates and allowances to the rising cost of living.,506,,33. 1.33
Wir prüfen die Absenkung des zurückzuzahlenden Darlehens durch die Erhöhung des Zuschussanteils.,We are looking into reducing the loan to be repaid by increasing the grant component.,506,,34. 1.34
Wir wollen das BAföG elternunabhängiger gestalten und das Einkommen der Geschwister aus der Berechnung herausnehmen.,We want to make BAföG more independent of parents and remove the income of siblings from the calculation.,503,,35. 1.35
Die Wohnkostenpauschale soll den ortsüblichen Mieten angepasst werden.,The flat-rate housing allowance should be adjusted to local rents.,504,,36. 1.36
Mögliche Förderlücken zwischen Anträgen müssen vermieden werden.,Possible funding gaps between applications must be avoided.,504,,37. 1.37
"Für Berufstätige, die beispielsweise einen Meister machen wollen, reformieren wir das Aufstiegs-BAföG und ermöglichen den Bezug des Unterhaltszuschusses auch in Teilzeit, die Förderung gleichwertiger Fortbildungsabschlüsse und von Orientierungsstudienphasen sowie ein vollständig digitalisiertes Antragsverfahren.","We are reforming the Upgrading Training Assistance Act (Aufstiegs-BAföG) for people in employment who want to become a master craftsman, for example, and are making it possible to receive the maintenance allowance part-time as well as funding for equivalent further training qualifications and orientation study phases, as well as a fully digitalized application process.",411,,38. 1.38
Für internationale Studierende und Geflüchtete wollen wir sinnvolle Erleichterungen für die Aufnahme eines Studiums prüfen.,"For international students and refugees, we want to examine sensible simplifications for taking up a course of study.",607.2,,39. 1.39
"Wohnen ist eine entscheidende Voraussetzung, um eine Ausbildung oder ein Studium erfolgreich zu absolvieren.",Housing is a crucial prerequisite for successfully completing an apprenticeship or course of study.,506,,40. 1.40
"Für mehr bezahlbaren, inklusiven und barrierefreien Wohnraum möchten wir den Bau sowie die Sanierung von Wohnheimen über das von uns in der laufenden Wahlperiode aufgelegte Programm „Junges Wohnen“ verstetigen und weiter fördern.","In order to provide more affordable, inclusive and barrier-free housing, we want to consolidate and further promote the construction and renovation of student residences through the ""Young Housing"" program we launched during the current legislative period.",504,,41. 1.41
"Dabei achten wir darauf, dass jede und jeder über Unterstützungsangebote informiert wird und diese wahrnehmen kann.","In doing so, we will ensure that everyone is informed about support services and can take advantage of them.",504,,1
Auszubildende nehmen wir dabei verstärkt in den Fokus.,We are increasingly focusing on trainees.,411,,1
Wir werden die Angebote der Alphabetisierung und Grundbildung ausbauen.,We will expand literacy and basic education services.,506,,1
Veränderungen in allen Berufsfeldern machen Fort- und Weiterbildungen auch abseits der klassischen Bildungswege unverzichtbar.,"Changes in all professional fields make further and advanced training indispensable, even outside the traditional educational pathways.",411,,1
Daher stärken wir die oft unterschätzte Säule des Bildungssystems: lebenslanges Lernen.,We are therefore strengthening the often underestimated pillar of the education system: lifelong learning.,411,,1
Für eine starke Hochschul- und Wissenschaftslandschaft,For a strong higher education and science landscape,H,,1
"Hochschulen sind Orte der Bildung, Wissenschaft und Forschung.","Universities are places of education, science and research.",506,,1
"Sie sind Triebfedern unserer Gesellschaft, indem sie Ideen und Lösungen für die großen und die ganz konkreten Probleme unserer Zeit entwickeln.",They drive our society by developing ideas and solutions for the major and very specific problems of our time.,506,,1
"Sie sind Orte der freien und kritischen Debatte und der produktiven Reibung, die entscheidende Voraussetzung für wissenschaftlichen Fortschritt","They are places of free and critical debate and productive friction, which are decisive prerequisites for scientific progress",411,,1
und den Bestand einer demokratischen Gesellschaft sind.,and the existence of a democratic society.,202.1,,1
Studium und Lehre fördern auch die Persönlichkeitsentwicklung.,Studying and teaching also promote personal development.,506,,1
"Gute Ausstattung und Arbeitsbedingungen, Geschlechtergerechtigkeit und Vielfalt fördern den gerechten Zugang.","Good facilities and working conditions, gender equality and diversity promote equitable access.",503,,1
"Mit einer „Innovationsinitiative ZukunftsCampus“ wollen wir Hörsäle, Labore, Mensen und Bibliotheken, die oftmals baufällig oder veraltet sind, gemeinsam mit den Ländern klimagerecht modernisieren","With an ""Innovation Initiative Future Campus"", we want to modernize lecture halls, laboratories, canteens and libraries, which are often dilapidated or outdated, together with the federal states in a climate-friendly",506,,1
"und zu resilienten Experimentierräumen für den nachhaltigen, digitalen Wandel machen.","way and turn them into resilient experimental spaces for sustainable, digital change.",416.2,,1
Wir wollen sie mit sozialer Infrastruktur auch als Lern- und Lebensorte weiterentwickeln.,We also want to further develop them as places of learning and living with social infrastructure.,506,,1
Das digitale Lehren und Lernen wollen wir unterstützen.,We want to support digital teaching and learning.,506,,1
"Die bestehenden Bund-Länder-Pakte für Hochschule, Wissenschaft und Forschung wollen wir fortführen, weiterentwickeln und gezielt ergänzen.","We want to continue, further develop and specifically supplement the existing federal-state pacts for higher education, science and research.",506,,1
"Eine gute Grundfinanzierung, die Planungssicherheit schafft, stärkt die Hochschulen als Orte von Bildung,","Good basic funding that creates planning security strengthens universities as places of education,",506,,1
guter Arbeit,good work,701,,1
und innovativer Forschung.,and innovative research.,410,,1
"Wenn sie richtig eingesetzt werden und die tatsächlich anfallenden Kosten abdecken, können Drittmittel zusätzliche Dynamiken entfachen.","If they are used correctly and cover the actual costs incurred, third-party funding can spark additional momentum.",411,,1
"Daher wollen wir die Programm- und Projektpauschalen erhöhen und Bürokratie abbauen, damit sich Wissenschaftler*innen auf ihre Arbeit konzentrieren können.",We therefore want to increase program and project allowances and reduce bureaucracy so that academics can concentrate on their work.,411,,1
"Gute Arbeitsbedingungen sind entscheidend für eine chancengerechte, zukunftsfeste Wissenschaft.","Good working conditions are crucial for equal opportunities, future-proof science.",411,,1
"Wir wollen den Anteil befristet Beschäftigter, vor allem nach der Promotion, deutlich senken und dafür sorgen, dass Daueraufgaben auf Dauerstellen bearbeitet werden.","We want to significantly reduce the proportion of temporary employees, especially after the doctorate, and ensure that permanent tasks are carried out in permanent positions.",411,,1
"Dafür wollen wir wissenschaftliche Qualifikation als Sachgrund für Befristungen enger fassen, alternative Berufswege neben der Professur stärken sowie moderne Governance- und Personalstrukturen schaffen.","To this end, we want to define academic qualifications more narrowly as an objective reason for fixed-term contracts, strengthen alternative career paths alongside professorships and create modern governance and personnel structures.",411,,1
Diesen Wandel wollen wir in einem Programm gemeinsam mit den Ländern fördern.,We want to promote this change in a program together with the federal states.,411,,1
Die derzeit bestehende Tarifsperre wollen wir abschaffen,We want to abolish the current pay freeze,701,,1
"sowie wissenschaftliche Arbeit und Familie besser vereinbar machen, unter anderem durch eine feste Verankerung der Vereinbarkeit in wissenschaftlichen Oualifikationswegen.","and make academic work and family life more compatible, for example by firmly anchoring compatibility in academic qualification paths.",411,,1
Wir wollen Frauen in der Wissenschaft gezielt fördern,We want to specifically promote women in science,503,,1
und Machtmissbrauch und Diskriminierung entgegenwirken.,and counteract abuse of power and discrimination.,503,,1
"Auch in Zeiten zunehmender geopolitischer Spannungen wollen wir den internationalen Austausch der Wissenschaft fördern und vereinfachen, etwa durch schnellere Visavergaben, die Stärkung der Mittlerorganisationen und bessere Beratung für Hochschulen und Forschungseinrichtungen.","Even in times of increasing geopolitical tensions, we want to promote and simplify international scientific exchange, for example by issuing visas more quickly, strengthening intermediary organizations and providing better advice for universities and research institutions.",411,,1
Wir wollen mehr Menschen den akademischen und beruflichen Austausch über Erasmus+ ermöglichen.,We want to enable more people to take part in academic and professional exchanges via Erasmus+.,506,,1
"Wissenschaftliche Erkenntnisse sind die Grundlage verantwortungsbewusster Politik,","Scientific findings are the basis of responsible policy,",202.1,,1
"und es ist zugleich Aufgabe der Politik, die Wissenschaftsfreiheit zu verteidigen.",and it is also the task of politicians to defend academic freedom.,201.1,,1. 1.1  
"Unter anderem bedeutet dies, dass Entscheidungen über Forschungsförderung ausschließlich wissenschaftlichen Kriterien und nicht politischem Kalkül folgen.","Among other things, this means that decisions on research funding must be based exclusively on scientific criteria and not on political calculations.",201.1,,2. 1.1  
"Der Verächtlichmachung ganzer Forschungsfelder wie etwa der Klima- oder Geschlechterforschung stellen wir uns entschieden entgegen,","We firmly oppose the denigration of entire fields of research such as climate or gender research,",201.1,,3. 1.2  
stärken die Wissenschaftskommunikation,strengthen science communication,411,,4. 1.2  
"und schützen Betroffene vor Anfeindungen, Ausgrenzung oder Boykott aufgrund ihrer Herkunft, Religion oder Staatsangehörigkeit.","and protect those affected from hostility, exclusion or boycott on the basis of their origin, religion or nationality.",503,,5. 1.3  
Mitten im Leben - in jeder Lebensphase,In the midst of life - in every phase of life,H,,6. 2.1  
Für starke Familien,For strong families,H,,7. 2.1  
Eltern mit Kindern stehen vor vielfältigen Herausforderungen.,Parents with children face a variety of challenges.,503,,8. 2.1  
"Steigende Kosten, die Vereinbarkeit von Arbeit und Familie, besonders die Verantwortung Alleinerziehender, die Angst, nicht mehr mitzukommen - all das bereitet Sorgen.","Rising costs, balancing work and family life, the responsibility of single parents in particular, the fear of not being able to keep up - all of this causes concern.",503,,9. 2.1  
Und die vielerorts mangelnde Kinderbetreuung kommt als weitere Belastung hinzu.,And the lack of childcare in many places is a further burden.,504,,10. 2.1  
Alle Familien sollen sich daher auf gute und unterstützende Rahmenbedingungen verlassen können.,All families should therefore be able to rely on good and supportive framework conditions.,504,,11. 3.1  
"Dafür braucht es finanzielle Unterstützung, die Familien fördert und in schwierigen Lebensphasen Sicherheit gibt.",This requires financial support that promotes families and provides security in difficult phases of life.,504,,12. 3.2  
Kindergeld und Kinderfreibetrag sind die Basis für die Unterstützung von Familien.,Child benefit and child allowance are the basis for supporting families.,504,,13. 3.2  
Mit der stärksten Erhöhung des Kindergeldes in den vergangenen 30 Jahren und der Einführung des Sofortzuschlags konnten wir Millionen von Familien auf dem Höhepunkt der Inflation gezielt entlasten.,"With the biggest increase in child benefit in the last 30 years and the introduction of the immediate supplement, we were able to provide targeted relief for millions of families at the height of inflation.",504,,14. 4.1  
"Um der Ungleichheit der Entlastung zwischen Kinderfreibetrag und Kindergeld entgegenzuwirken, wollen wir zunächst die Höhe des Kindergeldes gesetzlich an die regelmäßige Erhöhung des Kinderfreibetrages koppeln.","In order to counteract the inequality of relief between child allowance and child benefit, we initially want to legally link the amount of child benefit to the regular increase in the child allowance.",503,,15. 4.1  
"Perspektivisch gleichen wir die Entlastung von Familien über Kindergeld und Kinderfreibetrag an, denn alle Kinder sollen das gleiche Maß an finanzieller Unterstützung erhalten - egal wie viel ihre Eltern verdienen.","In the future, we will equalize the relief for families through child benefit and child allowance, because all children should receive the same level of financial support - regardless of how much their parents earn.",503,,16. 4.1  
Familienplanung ist ein Menschenrecht.,Family planning is a human right.,201.2,,17. 4.2  
"Damit alle Frauen und Männer frei entscheiden können, ob und wann sie Kinder bekommen, setzen wir uns für einen unbürokratischen und kostenfreien Zugang zu ärztlich verordneten Verhütungsmitteln für Empfängerinnen von staatlichen Transferleistungen und für Geringverdiener*innen ein.","To ensure that all women and men are free to decide whether and when to have children, we advocate unbureaucratic and free access to medically prescribed contraceptives for recipients of state transfer payments and low-income earners.",504,,18. 4.2  
Perspektivisch soll der kostenfreie und leichte Zugang zu Verhütungsmitteln für alle gelten.,"In the future, free and easy access to contraceptives should apply to everyone.",504,,19. 4.1  
Mit dem Start ins Familienleben stellen viele Paare bereits die Weichen für die spätere Aufgabenteilung.,"When starting a family, many couples are already setting the course for the future division of responsibilities.",503,,20. 4.1  
"Teilen sich Eltern ihre Elternzeit gerecht auf, setzt sich das häufig später auch in der familiären Aufgabenverteilung fort.","If parents divide their parental leave equally, this often continues later in the division of family responsibilities.",503,,21. 2.2  
"Nehmen sich Väter Zeit für ihre Kinder, kehren Mütter früher und mit höherem Stundenumfang zurück in den Beruf.","If fathers take time for their children, mothers return to work earlier and for longer hours.",503,,22. 2.2  
Das verschafft ihnen finanzielle Freiheit,This gives them financial freedom,503,,23. 2.2  
und sichert Fachkräfte.,and secures skilled workers.,411,,24. 2.2  
"Die Elternzeit möchten wir deshalb so gestalten, dass mindestens jeweils ein Drittel der Zeit von jedem Elternteil genutzt werden kann.",We therefore want to structure parental leave in such a way that at least one third of the time can be used by each parent.,503,,25. 2.2  
Damit setzen wir Anreize für eine partnerschaftlichere Aufteilung.,"In this way, we are creating incentives for a more equal division of time.",503,,26. 4.1  
Auch Pflegeeltern sollen Elterngeld erhalten.,Foster parents should also receive parental allowance.,504,,27. 2.3  
"Den Mindest- und Höchstbetrag, der seit der Einführung des Elterngeldes im Jahr 2007 unverändert ist, wollen wir auf 500 bzw. 2.400 Euro erhöhen.","We want to increase the minimum and maximum amounts, which have remained unchanged since the introduction of parental allowance in 2007, to 500 and 2,400 euros respectively.",504,,28. 5.1  
Zusätzlich werden wir die Ersatzrate für geringe Einkommen anheben.,"In addition, we will raise the replacement rate for low incomes.",503,,29. 5.1  
"Wir werden mit einer Familienstartzeit entsprechend den Regelungen der Europäischen Union (EU) Vätern und Co-Müttern die Möglichkeit geben, sich die ersten zwei Wochen nach der Geburt eines Kindes mit einer Lohnersatzleistung von der Arbeit freizustellen.","In line with European Union (EU) regulations, we will give fathers and co-mothers the opportunity to take the first two weeks after the birth of a child off work with a wage replacement benefit.",504,,30. 5.1  
Diese Möglichkeit soll es auch für Alleinerziehende geben und möglichst unbürokratisch bezogen werden können.,This option should also be available for single parents and be as unbureaucratic as possible.,504,,31. 5.1  
So können Eltern gemeinsam ins Familienleben starten.,This will enable parents to start family life together.,503,,32. 6.1  
"Durch die Einführung eines gestaffelten Mutterschutzes wollen wir Frauen, die eine Fehlgeburt erleiden, besser unterstützen, wenn sie dies möchten.","By introducing staggered maternity leave, we want to provide better support for women who suffer a miscarriage if they so wish.",504,,33. 2.3  
Für selbstständige Frauen ist der Sprung in die Familiengründung oft mit besonderem Wagnis verbunden.,"For self-employed women, the leap into starting a family is often associated with particular risks.",503,,34. 2.3  
Doch auch sie brauchen Sicherheit und Schutz bei der Familiengründung.,But they also need security and protection when starting a family.,503,,35. 1.1  
"Wir setzen uns dafür ein, dass auch für Selbstständige die Wochen rund um die Geburt durch Mutterschaftsgeld finanziell abgesichert werden.",We are committed to ensuring that self-employed women are also financially protected for the weeks surrounding the birth through maternity pay.,504,,36. 1.2  
Hierzu sollen sich künftig auch Selbstständige an der dafür vorgesehenen Umlagefinanzierung beteiligen.,"To this end, the self-employed should also participate in the pay-as-you-go financing provided for this purpose in future.",504,,37. 1.3  
"Wir wollen Eltern vor Diskriminierung auf dem Arbeitsmarkt besser schützen, zum Beispiel auch im Allgemeinen Gleichbehandlungsgesetz (AGG).","We want to better protect parents from discrimination in the labor market, for example in the General Equal Treatment Act (AGG).",503,,38. 2.1  
"Auch über 2025 hinaus sollen Eltern jeweils an 15 Tagen Kinderkrankengeld beziehen können, Alleinerziehende an 30 Tagen.","Even beyond 2025, parents should be able to receive child sickness benefit for 15 days, and single parents for 30 days.",504,,39. 2.1  
Die Altersgrenze wollen wir auf 14 Jahre anheben.,We want to raise the age limit to 14 years.,504,,40. 1.3  
Allein- und getrennt erziehende Familien leben in vielfältigen Konstellationen.,Single and separated families live in a variety of constellations.,604,,41. 6.2  
"Viele Alleinerziehende stemmen Kinderbetreuung, Job und Haushalt und kommen finanziell kaum über die Runden.","Many single parents manage childcare, a job and household chores and struggle to make ends meet.",503,,42. 1.3  
Wir wollen Alleinerziehenden den Rücken stärken und ihre Armutsrisiken minimieren.,We want to support single parents and minimize their risk of poverty.,503,,43. 1.3  
"Dafür bauen wir den bestehenden Freibetrag für Alleinerziehende zu einer Steuergutschrift aus, wovon besonders kleine und mittlere Einkommen profitieren.","To this end, we are expanding the existing allowance for single parents into a tax credit, which will benefit small and medium-sized incomes in particular.",503,,44. 1.3  
Das Kindergeld rechnen wir nur noch zur Hälfte auf den Unterhaltsvorschuss an.,We will only offset half of the child benefit against the maintenance advance.,504,,45. 1.3
So unterstützen wir Alleinerziehende und ihre Kinder gezielt.,"In this way, we are providing targeted support for single parents and their children.",504,,1. 1.1  
Insbesondere für junge Alleinerziehende mit kleinen Kindern wollen wir die Arbeitsmarktchancen verbessern - mit Ansprüchen auf Beratung und Qualifizierungsmaßnahmen.,We want to improve the employment opportunities of young single parents with small children in particular - with entitlements to advice and training measures.,503,,2. 1.2  
