text,text_en,cmp_code,eu_code,party,domain
"Wir wollen, dass Warnmeldungen in grenznahen Gebieten auf beiden Seiten der Grenze gleich sind.",We want warning messages in areas close to the border to be the same on both sides of the border.,411,,SSW,Economy
Dies muss beim Aufbau der neuen Warnplattformen des Deutschen Wetterdienstes und des Dänischen Meteorologischen Instituts berücksichtigt werden.,This must be taken into account when setting up the new warning platforms of the German Weather Service and the Danish Meteorological Institute.,411,,SSW,Economy
Wir wollen zivile Schutzeinrichtungen wieder einsatzfähig machen und fordern ein neues Schutzraumkonzept.,We want to make civil protection facilities operational again and are calling for a new shelter concept.,411,,SSW,Economy
Wir wollen den Schutz kritischer Infrastruktur nach dem All-Gefahren-Ansatz vorantreiben,We want to drive forward the protection of critical infrastructure in accordance with the all-hazards approach,605.1,,SSW,Non-coded
und vor dem Hintergrund der hybriden Gefahrenlage eine verbesserte Abstimmung von Maßnahmen zur Stärkung der physischen Sicherheit und Cybersicherheit.,"and, against the backdrop of the hybrid threat situation, improve the coordination of measures to strengthen physical security and cyber security.",104,,SSW,External Relations
Bei der Umsetzung benötigen wir eine effiziente Informationsteilung zwischen Betreibern von kritischer Infrastruktur und unseren Behörden.,"During implementation, we need efficient information sharing between operators of critical infrastructure and our authorities.",411,,SSW,Economy
"Dabei ist es uns wichtig, dass die Betreiber nicht von unnötiger Bürokratie erdrückt werden.",It is important to us that operators are not overwhelmed by unnecessary bureaucracy.,303,,SSW,Political System
Wir wollen den ständigen Austausch und die Zusammenarbeit zwischen Bund und Ländern zu Anliegen unseres Bevölkerungsschutzes weiter stärken.,We want to further strengthen the constant exchange and cooperation between the federal and state governments on civil protection issues.,411,,SSW,Economy
"Wir wollen ein Seesicherheitsgesetz, das die maritimen Kompetenzen des Bundes bündelt und die im Ernstfall geltenden Zuständigkeiten in deutschen Gewässern regelt.",We want a Maritime Safety Act that bundles the maritime competencies of the federal government and regulates the responsibilities that apply in German waters in the event of an emergency.,605.1,,SSW,Non-coded
"Wir müssen im Ernstfall schnell und koordiniert mit unseren Nachbarländern eingreifen können, darum wollen wir die Befugnisse der Bundespolizei auf See erweitern, um sie der Bedrohungslage anzupassen.","In an emergency, we must be able to intervene quickly and in coordination with our neighboring countries, which is why we want to expand the powers of the Federal Police at sea in order to adapt them to the threat situation.",605.1,,SSW,Non-coded
"Wir wollen das Havariekommando in Cuxhaven angemessen finanzieren, um die Kapazitäten und den Austausch zwischen Bund und Ländern für ein ganzheitliches maritimes Notfallmanagement in sowohl Ost- als auch Nordsee weiter zu fördern.",We want to adequately fund the Central Command for Maritime Emergencies in Cuxhaven in order to further promote the capacities and exchange between the federal and state governments for comprehensive maritime emergency management in both the Baltic and North Seas.,411,,SSW,Economy
Attraktivität und Modernisierung der ehrenamtlichen Strukturen im Bevölkerungsschutz vorantreiben,Promote the attractiveness and modernization of volunteer structures in civil protection,H,,SSW,Non-coded
Die Einsatzbereitschaft und Handlungsfähigkeit unserer Einsatz- und Katastrophenschutzorganisationen beruhen zu einem großen Teil auf dem Engagement ehrenamtlicher Kräfte.,The operational readiness and ability to act of our emergency and civil protection organizations is largely based on the commitment of volunteers.,606.1,,SSW,Non-coded
"Um die flächendeckende Einsatzfähigkeit zu gewährleisten und Nachwuchskräfte zu gewinnen, braucht es eine kontinuierliche Unterstützung und Anerkennung dieser unverzichtbaren Dienste.",Continuous support and recognition of these indispensable services is needed to ensure nationwide operational readiness and to attract new recruits.,606.1,,SSW,Non-coded
"Der Bevölkerungsschutz benötigt ein modernes und integratives Ehrenamt, das die Rahmenbedingungen für eine zukunftsfähige Organisation erfüllt und Ehrenamtlichen Perspektiven und Sicherheit bietet.",Civil protection needs a modern and integrative volunteer service that meets the framework conditions for a sustainable organization and offers volunteers prospects and security.,606.1,,SSW,Non-coded
"Wir wollen eine verbesserte Vereinbarkeit von Beruf, Familie und Ehrenamt schaffen, indem wir ehrenamtlichen Einsatzkräften flexiblere Freistellungsregelungen und zivil anwendbare Ausbildungen anbieten.","We want to improve the compatibility of work, family and volunteering by offering volunteers more flexible leave arrangements and training that can be applied in civilian settings.",606.1,,SSW,Non-coded
"Wir wollen eine langfristige Finanzplanung für unsere Einsatz- und Katastrophenschutzorganisationen, um Ersatzbeschaffungen und einen strukturellen Ausbau verlässlich zu finanzieren.",We want long-term financial planning for our emergency and civil protection organizations in order to reliably finance replacement purchases and structural expansion.,411,,SSW,Economy
Umweltpolitik muss Mensch und Natur konsequent schützen,Environmental policy must consistently protect people and nature,H,,SSW,Non-coded
"Das Konzept der planetaren Grenzen beschreibt neun kritische Umweltgrenzen, innerhalb derer die Menschheit sicher und nachhaltig leben kann.",The concept of planetary boundaries describes nine critical environmental boundaries within which humanity can live safely and sustainably.,416.2,,SSW,Non-coded
Diese Grenzen definieren einen „sicheren Handlungsraum“ für die menschliche Entwicklung auf der Erde.,"These boundaries define a ""safe operating space"" for human development on Earth.",416.2,,SSW,Non-coded
"Studien zeigen, dass wir bereits sechs dieser neun Grenzen überschritten haben: Klimawandel, Biosphärenintegrität, Biodiversitätsverlust, Landnutzungsänderungen, biogeochemische Flüsse, Süßwasserverbrauch, neuartige Substanzen.","Studies show that we have already exceeded six of these nine boundaries: Climate Change, Biosphere Integrity, Biodiversity Loss, Land Use Change, Biogeochemical Fluxes, Freshwater Consumption, Novel Substances.",501,,SSW,Welfare & Quality
"Auch wenn der Klimawandel dramatische Formen annimmt, schon heute überall auf der Welt spürbar ist und eine entsprechende mediale Aufmerksamkeit erfährt, gibt es noch weitere, teils drängendere Herausforderungen für die menschliche Zivilisation.","Even though climate change is taking on dramatic forms, is already being felt all over the world and is receiving corresponding media attention, there are other, sometimes more pressing challenges for human civilization.",501,,SSW,Welfare & Quality
Die größte von ihnen ist der Verlust der Artenvielfalt.,The greatest of these is the loss of biodiversity.,501,,SSW,Welfare & Quality
"Dieser hat weitreichende und schwerwiegende Folgen für Ökosysteme, Wirtschaft, Gesellschaft und das globale Klima.","This has far-reaching and serious consequences for ecosystems, the economy, society and the global climate.",501,,SSW,Welfare & Quality
Ökologisch führt er zur Störung von Nahrungsketten,"Ecologically, it disrupts food chains",501,,SSW,Welfare & Quality
und verringert die Widerstandsfähigkeit von Ökosystemen.,and reduces the resilience of ecosystems.,501,,SSW,Welfare & Quality
"Wirtschaftlich reduziert er die landwirtschaftliche Produktivität,","Economically, it reduces agricultural productivity,",703.1,,SSW,Non-coded
gefährdet Arbeitsplätze,jeopardizes jobs,701,,SSW,Social Groups
und erhöht Kosten für Naturkatastrophen.,and increases the costs of natural disasters.,501,,SSW,Welfare & Quality
"Global verstärkt er den Klimawandel,","Globally, it exacerbates climate change,",501,,SSW,Welfare & Quality
erhöht das Risiko abrupter Ökosystemveränderungen,increases the risk of abrupt ecosystem changes,501,,SSW,Welfare & Quality
"und gefährdet Lebensgrundlagen, besonders in Entwicklungsländern.","and endangers livelihoods, especially in developing countries.",501,,SSW,Welfare & Quality
Insgesamt bedroht der Artenverlust die Stabilität ganzer Ökosysteme und damit die Grundlagen menschlichen Wohlstands und Überlebens.,"Overall, species loss threatens the stability of entire ecosystems and thus the foundations of human prosperity and survival.",501,,SSW,Welfare & Quality
Die Zeit des Zögerns und Zauderns muss bei diesen beängstigenden Aussichten endgültig der Vergangenheit angehören.,"Given these frightening prospects, the time for hesitation and procrastination must finally be a thing of the past.",501,,SSW,Welfare & Quality
"Die Transformation hin zu einer klimagerechten Welt, die immer auch den Erhalt der Artenvielfalt im Blick hat, kann nur gelingen, wenn wir jetzt gegensteuern!","The transformation to a climate-friendly world, which always has the preservation of biodiversity in mind, can only succeed if we take countermeasures now!",501,,SSW,Welfare & Quality
"Über Erfolg oder Misserfolg entscheiden dabei weniger die technischen Grenzen, sondern der gesellschaftliche und politische Wille zur Veränderung.",Success or failure will be determined less by technical limits than by the social and political will to change.,501,,SSW,Welfare & Quality
Mit unserer Umweltpolitik möchten wir die Einhaltung ökologischer Belastungsgrenzen sicherstellen.,"With our environmental policy, we want to ensure compliance with ecological limits.",501,,SSW,Welfare & Quality
"Natürlich gilt es in diesem Zusammenhang auch, die relevanten UN-Nachhaltigkeitsziele (SDGs) zu berücksichtigen und zu verfolgen.","In this context, it is of course also important to consider and pursue the relevant UN Sustainable Development Goals (SDGs).",416.2,,SSW,Non-coded
Mehr Umwelt- und Naturschutz,More environmental protection and nature conservation,H,,SSW,Non-coded
Das Artensterben und die Zerstörung von Natur und Landschaft sowie wichtiger Lebensräume setzen sich fort.,"Species extinction and the destruction of nature, landscapes and important habitats are continuing.",501,,SSW,Welfare & Quality
Die biologische Vielfalt nimmt ab.,Biodiversity is declining.,501,,SSW,Welfare & Quality
"Das Artensterben und der Rückgang von Arten kann immer wieder darauf zurückgeführt werden, dass Lebensräume und Lebensgrundlagen vernichtet oder gefährdet werden.",The extinction and decline of species can always be attributed to the destruction or endangerment of habitats and livelihoods.,501,,SSW,Welfare & Quality
Diese Entwicklung darf nicht länger so weitergehen; der Flächenfraß muss gestoppt werden.,This trend can no longer be allowed to continue; the consumption of land must be stopped.,501,,SSW,Welfare & Quality
Für den Naturschutz bedeutende Lebensräume müssen besser geschützt werden.,Habitats that are important for nature conservation must be better protected.,501,,SSW,Welfare & Quality
"Naturschutzpolitik ist eine gesamtgesellschaftliche Aufgabe, nicht nur eine Aufgabe der Landwirtschaft.","Nature conservation policy is a task for society as a whole, not just for agriculture.",501,,SSW,Welfare & Quality
"Bürger:innen, Firmen, Kommunen, Vereine und Stiftungen sind hier aktiv oder möchten aktiv werden, da sie sich verpflichtet fühlen, einen Beitrag zum Erhalt der Natur zu leisten.","Citizens, companies, municipalities, associations and foundations are active here or would like to become active, as they feel obliged to make a contribution to the preservation of nature.",501,,SSW,Welfare & Quality
"Wir wollen, dass die Strategie zur Verringerung des Flächenverbrauchs effektiv umgesetzt wird.",We want the strategy for reducing land consumption to be implemented effectively.,501,,SSW,Welfare & Quality
Wir wollen den § 13b im Baugesetzbuch novellieren.,We want to amend Section 13b of the Building Code.,501,,SSW,Welfare & Quality
"Hier muss ein größerer Schwerpunkt auf der Umweltprüfung liegen, um den Flächenfraß einzudämmen, denn Boden ist nicht unendlich.","There must be a greater focus on environmental assessment in order to curb land consumption, because land is not infinite.",501,,SSW,Welfare & Quality
"Wir wollen den Schutz von Mooren, Niederungen und Grünland verstärken.","We want to strengthen the protection of moors, lowlands and grassland.",501,,SSW,Welfare & Quality
Entsprechende Programme müssen evaluiert und gegebenenfalls verbessert werden.,Corresponding programs must be evaluated and improved where necessary.,501,,SSW,Welfare & Quality
Wir wollen den Schutz der Wälder weiter verbessern.,We want to further improve the protection of forests.,501,,SSW,Welfare & Quality
Es darf keine illegalen Rodungen von Waldflächen mehr geben.,There must be no more illegal clearing of forest areas.,501,,SSW,Welfare & Quality
"Wir wollen, dass unsere Wälder den Herausforderungen des Klimawandels und den Wetterextremen standhalten.",We want our forests to be able to withstand the challenges of climate change and extreme weather conditions.,501,,SSW,Welfare & Quality
Dafür müssen wir sie auf entsprechende Baumarten und Altersstrukturen umstellen.,"To achieve this, we must convert them to appropriate tree species and age structures.",501,,SSW,Welfare & Quality
Wir wollen einen biologischen Klimaschutz als Landschaftspflegemaßnahme in Feuchtwiesen und Mooren ohne landwirtschaftliche Nutzung ermöglichen.,We want to enable biological climate protection as a landscape conservation measure in wet meadows and moors without agricultural use.,501,,SSW,Welfare & Quality
Wir wollen den regionalen Naturschutz stärken und entsprechende Initiativen unterstützen.,We want to strengthen regional nature conservation and support corresponding initiatives.,501,,SSW,Welfare & Quality
"Der freiwillige Einsatz z. B. für das Anlegen oder Renaturieren von Moor-, Wald- oder Trockenrasenbiotopen muss gestärkt werden.","Voluntary efforts, e.g. for the creation or renaturation of moorland, forest or dry grassland biotopes, must be strengthened.",501,,SSW,Welfare & Quality
Wir wollen das dänische „Grüne Dreierabkommen“ („grøn trepartsaftale“) als Inspiration für die Reduzierung von CO2-Emissionen in der deutschen Landwirtschaft nutzen.,"We want to use the Danish ""Green Tripartite Agreement"" (""grøn trepartsaftale"") as inspiration for the reduction of CO2 emissions in German agriculture.",416.2,,SSW,Non-coded
"Außerdem wollen wir, dass Deutschland und Dänemark gemeinsam an einer Reduzierung der Stickstoffemissionen in der Ostsee arbeiten.",We also want Germany and Denmark to work together to reduce nitrogen emissions in the Baltic Sea.,416.2,,SSW,Non-coded
Müll reduzieren und Ressourcen schonen,Reducing waste and conserving resources,H,,SSW,Non-coded
"Der „Earth Overshoot Day“, der Welt-Erschöpfungstag, verdeutlicht, wann das globale Ressourcenbudget für das jeweilige Jahr aufgebraucht ist.",Earth Overshoot Day highlights when the global resource budget for a given year has been used up.,416.2,,SSW,Non-coded
Dieser Tag kommt jedes Jahr früher.,This day comes earlier every year.,416.2,,SSW,Non-coded
"Inzwischen bräuchten wir rund 1,6 Erden, damit die Ökosysteme sich regenerieren können, darum müssen wir Müll reduzieren und Ressourcen schonen.","We would now need around 1.6 Earths for ecosystems to regenerate, so we need to reduce waste and conserve resources.",416.2,,SSW,Non-coded
Wir wollen Mehrweg- und Pfandsysteme weiter ausbauen.,We want to further expand reusable and deposit systems.,416.2,,SSW,Non-coded
Der Gebrauch von Einwegplastik muss der Vergangenheit angehören.,The use of single-use plastic must be a thing of the past.,416.2,,SSW,Non-coded
"Dabei wollen wir auch, dass die Bundesregierung sich im Sinne der neuen EU-Verpackungsverordnung für grenzüberschreitende Pfandsysteme einsetzt.",We also want the German government to support cross-border deposit systems in line with the new EU packaging regulation.,416.2,,SSW,Non-coded
Im Grenzhandel der strukturschwachen deutsch-dänischen Grenzregion gekaufte Pfanddosen müssen auch in Dänemark zurückgegeben werden können.,It must also be possible to return deposit cans purchased in the border trade in the structurally weak German-Danish border region in Denmark.,416.2,,SSW,Non-coded
"Wir wollen, dass der Nachhaltigkeitsgedanke auch in der Bauwirtschaft stärker Berücksichtigung findet, um unsere Deponien zu entlasten.",We want the concept of sustainability to be given greater consideration in the construction industry in order to relieve the pressure on our landfills.,416.2,,SSW,Non-coded
Wir wollen das Recyclingpotenzial von Baustoffen nutzen.,We want to exploit the recycling potential of building materials.,416.2,,SSW,Non-coded
Auch Abbruchabfälle sollen verwertet werden.,Demolition waste should also be recycled.,501,,SSW,Welfare & Quality
Wir wollen einen Ressourcenschutz bei der Nutzung der endlichen Sand- und Kiesvorkommen.,We want to protect resources in the use of finite sand and gravel deposits.,416.2,,SSW,Non-coded
"Wir wollen die Wirtschaft darin unterstützen, nachhaltige und innovative Produktionsketten und -wege für Baumaterial zu finden.",We want to support the economy in finding sustainable and innovative production chains and routes for building materials.,416.2,,SSW,Non-coded
"Wir wollen, dass Biomüll und Kompost frei von Fremdstoffen wie Plastik sind;",We want organic waste and compost to be free of foreign substances such as plastic;,501,,SSW,Welfare & Quality
es darf dafür keine Mindestmengenregelung geben.,there must be no minimum quantity regulation for this.,401,,SSW,Economy
"Kein CO2-Endlager, keine CO2-Pipeline, kein Ausbau der LNG-Infrastruktur","No CO2 repository, no CO2 pipeline, no expansion of the LNG infrastructure",H,,SSW,Non-coded
Der Kampf gegen ein CO2-Endlager in Schleswig-Holstein war eigentlich längst gewonnen.,The battle against a CO2 repository in Schleswig-Holstein was actually won long ago.,416.2,,SSW,Non-coded
Sowohl in Bund als auch im Land sind aber die Regierungen umgekippt und haben eine Kehrtwende eingeleitet.,"However, both the federal and state governments have reversed course and initiated a U-turn.",416.2,,SSW,Non-coded
"Angeblich seien für unvermeidbare Restemissionen weitere Maßnahmen wie CCS (Carbon Capture and Storage, CO2-Abscheidung und -Speicherung) und CCU (Carbon Capture and Utilization, CO2-Abscheidung und -Nutzung) erforderlich, um die Klimaziele zu erreichen.","Allegedly, further measures such as CCS (Carbon Capture and Storage) and CCU (Carbon Capture and Utilization) are required for unavoidable residual emissions in order to achieve the climate targets.",501,,SSW,Welfare & Quality
"Wir stehen zu den Klimazielen; die Frage ist aber, welchen Weg wir dabei einschlagen wollen.","We are committed to the climate targets, but the question is which path we want to take.",501,,SSW,Welfare & Quality
"Wir haben uns immer dafür ausgesprochen, die Erneuerbaren Energien auszubauen.",We have always spoken out in favor of expanding renewable energies.,416.2,,SSW,Non-coded
"Wir wollen weg von den fossilen Energieträgern,","We want to move away from fossil fuels,",416.2,,SSW,Non-coded
die Energieeffizienz erhöhen,increase energy efficiency,416.2,,SSW,Non-coded
und Energieeinsparungen vorantreiben.,and drive forward energy savings.,416.2,,SSW,Non-coded
"Die Etablierung der CCS-Technologie ist nicht nur teuer, sondern das Abscheiden, der Transport und das Speichern von CO2 sind auch enorm energieintensiv.","Establishing CCS technology is not only expensive, but capturing, transporting and storing CO2 is also extremely energy-intensive.",416.2,,SSW,Non-coded
"Das Umweltbundesamt geht davon aus, dass der Einsatz der CCS-Technologie den Verbrauch der fossilen Rohstoffe um bis zu 40 % erhöht.",The Federal Environment Agency assumes that the use of CCS technology will increase the consumption of fossil fuels by up to 40%.,416.2,,SSW,Non-coded
Wir bleiben dabei: CCS ist eine klimapolitische Sackgasse.,We maintain that CCS is a dead end in terms of climate policy.,416.2,,SSW,Non-coded
"Genau wie LNG (Liquefied Natural Gas, Flüssigerdgas) verlängert diese Technologie lediglich die Abhängigkeit von fossilen Energieträgern und ist damit ein Sargnagel für die Energiewende.","Just like LNG (liquefied natural gas), this technology only prolongs dependence on fossil fuels and is therefore a nail in the coffin for the energy transition.",416.2,,SSW,Non-coded
"Zudem gehen damit neue Risiken für Mensch und Umwelt einher, die niemand dauerhaft voraussehen kann.",It also poses new risks for people and the environment that no one can foresee in the long term.,501,,SSW,Welfare & Quality
"Während viele Möglichkeiten der CO2-Vermeidung ungenutzt bleiben, soll der Dreck schon wieder einfach unter den Teppich gekehrt werden.","While many opportunities to avoid CO2 remain unused, the dirt is simply being swept under the carpet again.",501,,SSW,Welfare & Quality
"Dabei wissen wir bis heute nicht, was wir mit dem ganzen Atommüll anstellen sollen – auch diese Technologie wurde einst als harmlos beworben.",We still don't know what to do with all the nuclear waste - this technology was also once advertised as harmless.,501,,SSW,Welfare & Quality
"Auch Flüssigerdgas ist als Brückentechnologie ungeeignet, weil in der gesamten Prozesskette erhebliche Mengen Methan entweichen können, die das Klima stärker belasten als bisherige Energieträger.","Liquefied natural gas is also unsuitable as a bridging technology because considerable quantities of methane can escape throughout the entire process chain, polluting the climate more than previous energy sources.",416.2,,SSW,Non-coded
"Zudem lässt sich nicht wirksam ausschließen, dass in den LNG-Terminals auch durch Fracking gewonnenes Gas gelagert wird.","In addition, it cannot be effectively ruled out that gas obtained through fracking will also be stored in the LNG terminals.",416.2,,SSW,Non-coded
Wir wollen kein CO2-Endlager im Meer oder an Land,"We do not want a CO2 repository in the sea or on land,",501,,SSW,Welfare & Quality
und auch keine CO2-Pipeline durch Schleswig-Holstein.,nor do we want a CO2 pipeline through Schleswig-Holstein.,501,,SSW,Welfare & Quality
Wir wollen keinen Ausbau der LNG-Infrastruktur in Deutschland.,We do not want any expansion of the LNG infrastructure in Germany.,416.2,,SSW,Non-coded
Außerdem wollen wir in der Seefahrt die Ablösung von LNG durch saubere Kraftstoffe,We also want LNG to be replaced by clean fuels in the maritime sector,416.2,,SSW,Non-coded
und moderne Technologien forcieren.,and modern technologies.,411,,SSW,Economy
"Gewässer, Meere und Boden schützen","Protecting waters, seas and soil",H,,SSW,Non-coded
"Wasser ist eine lebenswichtige Ressource, die es zu schützen gilt.",Water is a vital resource that must be protected.,501,,SSW,Welfare & Quality
Unser Wasser ist durch mittelbare oder unmittelbare Einflüsse in unterschiedlichem Maße beeinträchtigt.,Our water is affected to varying degrees by direct and indirect influences.,501,,SSW,Welfare & Quality
"Arzneimittelrückstände, Abwasser, Pflanzenschutzmittel, Phosphat, Nitrat, Mikro- und Nanoplastik finden sich in allen Gewässern.","Pharmaceutical residues, wastewater, pesticides, phosphate, nitrate, microplastics and nanoplastics can be found in all bodies of water.",501,,SSW,Welfare & Quality
"In vielen Regionen des Landes verzeichnen wir zunehmende Umweltschäden, sowohl im Grundwasser als auch in den Oberflächengewässern und Meeren.","In many regions of the country, we are seeing increasing environmental damage, both in groundwater and in surface waters and oceans.",501,,SSW,Welfare & Quality
Diese Einträge belasten das Wasser und haben verschiedene Verursacher.,These inputs pollute the water and are caused by various sources.,501,,SSW,Welfare & Quality
Trotz schärferer Umweltauflagen wird die Wasserqualität oft schlechter.,"Despite stricter environmental regulations, water quality is often deteriorating.",501,,SSW,Welfare & Quality
"Wasserwerke weisen seit Jahren darauf hin, dass die Gewinnung von Trinkwasser problematisch werden wird, wenn die Belastungen nicht zurückgehen.",Waterworks have been pointing out for years that the production of drinking water will become problematic if the pollution does not decrease.,501,,SSW,Welfare & Quality
Wir wollen unser Grundwasser schützen und fordern deshalb ein bundesweites Verbot von Fracking.,We want to protect our groundwater and are therefore calling for a nationwide ban on fracking.,501,,SSW,Welfare & Quality
"Niemand kann ausschließen, dass Fracking Auswirkungen auf das Grundwasser hat.",No one can rule out the possibility of fracking having an impact on groundwater.,501,,SSW,Welfare & Quality
Wir wollen keine Plastikeinträge in unsere Gewässer.,We don't want any plastic entering our waters.,501,,SSW,Welfare & Quality
"Hierfür benötigen unsere Kläranlagen entsprechende Filtersysteme und Reinigungsstufen, die auch Mikroplastik herausfiltern können und so Plastikeinträge verhindern.","To achieve this, our wastewater treatment plants need appropriate filter systems and purification stages that can also filter out microplastics and thus prevent plastic discharges.",501,,SSW,Welfare & Quality
Auch das Einleiten von Arzneimittelrückständen in die Gewässer kann so verhindert werden.,This can also prevent the discharge of pharmaceutical residues into water bodies.,501,,SSW,Welfare & Quality
Wir wollen eine konsequente Umsetzung der „Strategie für das Wattenmeer 2100“.,"We want consistent implementation of the ""Strategy for the Wadden Sea 2100"".",501,,SSW,Welfare & Quality
Es geht uns um den Erhalt dieses einmaligen Naturraums und der Inseln und Halligen als Teil des Weltnaturerbes Wattenmeer.,Our aim is to preserve this unique natural area and the islands and Halligen as part of the Wadden Sea World Heritage Site.,501,,SSW,Welfare & Quality
Der Schutz und die Lebensqualität der Insel- und Halligbewohner:innen u. a. im Biosphärenreservat müssen gesichert werden.,"The protection and quality of life of the islanders and Hallig residents, including in the biosphere reserve, must be safeguarded.",501,,SSW,Welfare & Quality
Wir wollen die Ölförderung im Wattenmeer beenden.,We want to put an end to oil extraction in the Wadden Sea.,501,,SSW,Welfare & Quality
"Es ist absurd, dass in einem solch sensiblen Lebensraum überhaupt nach Öl gebohrt werden darf.",It is absurd that oil can be drilled in such a sensitive habitat at all.,501,,SSW,Welfare & Quality
Es darf keine weitere Verlängerung der Laufzeit geben.,There must be no further extension of the drilling period.,501,,SSW,Welfare & Quality
"Wir wollen, dass die Weltkriegsmunition aus Nord- und Ostsee geborgen und sicher entsorgt wird.",We want world war munitions to be recovered from the North Sea and Baltic Sea and disposed of safely.,501,,SSW,Welfare & Quality
"Der Bund muss sich zügig für eine langfristige und gemeinsame Finanzierung mit den Ländern einsetzen, die eine nachhaltige Bergung von Munitionsaltlasten auch nach Abschluss des Pilotprojektes sicherstellt.","The federal government must work swiftly to secure long-term, joint funding with the federal states to ensure the sustainable recovery of old munitions even after the pilot project has been completed.",501,,SSW,Welfare & Quality
"Je mehr Zeit vergeht, desto schwieriger wird die Bergung der Munition.","The more time passes, the more difficult it becomes to recover the munitions.",501,,SSW,Welfare & Quality
"Wir wollen keine weitere Verklappung des Hamburger Hafenschlicks in der Nordsee, sondern einen umfassenden Schutz der Meere nach dem Vorsorgeprinzip.","We do not want any further dumping of Hamburg harbor sludge in the North Sea, but rather comprehensive protection of the seas in accordance with the precautionary principle.",501,,SSW,Welfare & Quality
Die Meeresstrategie-Rahmenrichtlinie (MSRL) verbietet diese Verklappung schon jetzt; sie muss auch in der Nordsee konsequent angewendet werden.,The Marine Strategy Framework Directive (MSFD) already prohibits this dumping; it must also be applied consistently in the North Sea.,501,,SSW,Welfare & Quality
Wir wollen die Düngeeinträge ins Grundwasser minimieren.,We want to minimize fertilizer inputs into the groundwater.,501,,SSW,Welfare & Quality
Jahrelanges Blockieren entsprechender Maßnahmen und das Aussitzen der EU-Nitratrichtlinie haben der Landwirtschaft einen Bärendienst erwiesen.,Years of blocking appropriate measures and sitting out the EU Nitrates Directive have done agriculture a disservice.,703.1,,SSW,Non-coded
"Wir wollen eine moderne Düngeverordnung und Untersuchungsmethoden sowie Warnstufen, die frühzeitig anschlagen.",We want modern fertilizer regulations and testing methods as well as early warning levels.,501,,SSW,Welfare & Quality
"Wir wollen einen flächendeckenden Gewässerschutz ermöglichen, indem wir den Eintrag aus Nährstoffen und Pestiziden weitestgehend verringern.",We want to enable comprehensive water protection by reducing the input of nutrients and pesticides as far as possible.,501,,SSW,Welfare & Quality
"Wir brauchen Gewässerrandstreifenprogramme des Bundes, die Gewässer effektiv vor Einträgen schützen.",We need federal water edge strip programs that effectively protect water bodies from inputs.,501,,SSW,Welfare & Quality
Wir wollen den Gebrauch von Einwegplastik durch ein Bundesgesetz deutlich reduzieren.,We want to significantly reduce the use of single-use plastic through a federal law.,416.2,,SSW,Non-coded
Das Mehrweg- und Pfandsystem muss verstärkt und ausgebaut werden.,The reusable and deposit system must be strengthened and expanded.,416.2,,SSW,Non-coded
Coffee to go soll nur noch in Mehrwegbechern ausgeschenkt werden.,Coffee to go should only be served in reusable cups.,416.2,,SSW,Non-coded
"Wir wollen, dass der lokale Naturschutz in Biosphärenreservaten eine höhere Bedeutung bekommt.",We want local nature conservation in biosphere reserves to be given greater importance.,501,,SSW,Welfare & Quality
"Der Bund muss mehr Mittel zur Verfügung stellen, um den Tourismus mit dem Naturschutz vereinbar zu machen.",The federal government must provide more funds to make tourism compatible with nature conservation.,501,,SSW,Welfare & Quality
Die Nationalparkverwaltung Schleswig-Holsteinisches Wattenmeer verwaltet mit 443.100 Hektar das größte UNESCO-Biosphärenreservat in Deutschland.,"At 443,100 hectares, the Schleswig-Holstein Wadden Sea National Park Authority manages the largest UNESCO biosphere reserve in Germany.",501,,SSW,Welfare & Quality
"Wir wollen auf Bundesebene dafür sorgen, dass mehr Personal eingesetzt wird, um in touristischen Belangen mehr für den Naturschutz sensibilisieren.",We want to ensure that more staff are employed at federal level to raise awareness of nature conservation in tourism matters.,501,,SSW,Welfare & Quality
Wir wollen den Kreis Schleswig-Flensburg in seiner Auseinandersetzung mit dem Bund bezüglich der Altlastsanierung des Wikingecks weiter unterstützen.,We want to continue to support the Schleswig-Flensburg district in its dispute with the federal government regarding the remediation of the Wikingeck site.,501,,SSW,Welfare & Quality
Der Atomausstieg war richtig,The nuclear phase-out was right,H,,SSW,Non-coded
Die radioaktiven Hinterlassenschaften der Atomenergie beschäftigen uns seit Jahrzehnten und werden das auch noch lange tun.,The radioactive legacy of nuclear energy has been a concern for decades and will continue to be for a long time to come.,501,,SSW,Welfare & Quality
"Es war richtig, endlich aus der Atomenergie auszusteigen.",It was right to finally phase out nuclear energy.,501,,SSW,Welfare & Quality
"Nun stehen wir in der Verantwortung, den radioaktiven Müll sicher zu entsorgen.",Now we have a responsibility to dispose of the radioactive waste safely.,501,,SSW,Welfare & Quality
Das jahrzehntelange Gezerre um den Standort Gorleben als Endlager ohne die erforderliche Beteiligung der Bürger:innen und Transparenz hat zu einem bundesweiten Widerstand und großer Skepsis gegenüber der Einlagerung radioaktiver Abfälle geführt.,Decades of wrangling over the Gorleben site as a final repository without the necessary citizen participation and transparency has led to nationwide resistance and great skepticism towards the storage of radioactive waste.,202.1,,SSW,Non-coded
Wir begrüßen den begonnenen offenen und transparenten Endlager-Suchprozess vonseiten der eigens dafür gegründeten Bundesgesellschaft für Endlagerung.,"We welcome the open and transparent repository search process that has been initiated by the Federal Company for Final Disposal, which was founded specifically for this purpose.",202.1,,SSW,Non-coded
